CED (2019),Australian Citizenship,Sex,Age,Highest Educational Attainment,Birthplace,Persons,ccellid,cgender,ccountry_born,cage_group4,ceducation,cced_name,cstate_name,cnumber,cced_2016lab2ppshare,cgender2,ccountry_born2,ccountry_born3,cnumber.ced,cpercent.ced,ceducation2,ceducation3,ceducation4,cage_group4.34.49,cage_group4.49.64,cage_group4.64.104
Kooyong,Australian and not stated,Male,35-49,Group 2,Born overseas,121,6833,1,2,2,2,Kooyong,VIC,121,37.2,0,1,0,104613,0.001156644,1,0,0,1,0,0
Kooyong,Australian and not stated,Male,35-49,Group 2,Not stated/Sup,17,6834,1,3,2,2,Kooyong,VIC,17,37.2,0,0,1,104613,0.000162504,1,0,0,1,0,0
Kooyong,Australian and not stated,Male,35-49,Group 3,Australia,5693,6835,1,1,2,3,Kooyong,VIC,5693,37.2,0,0,0,104613,0.054419623,0,1,0,1,0,0
Kooyong,Australian and not stated,Male,35-49,Group 3,Born overseas,2414,6836,1,2,2,3,Kooyong,VIC,2414,37.2,0,1,0,104613,0.023075526,0,1,0,1,0,0
Kooyong,Australian and not stated,Male,35-49,Group 3,Not stated/Sup,52,6837,1,3,2,3,Kooyong,VIC,52,37.2,0,0,1,104613,0.00049707,0,1,0,1,0,0
Kooyong,Australian and not stated,Male,35-49,Group 4,Australia,277,6838,1,1,2,4,Kooyong,VIC,277,37.2,0,0,0,104613,0.002647854,0,0,1,1,0,0
Kooyong,Australian and not stated,Male,35-49,Group 4,Born overseas,87,6839,1,2,2,4,Kooyong,VIC,87,37.2,0,1,0,104613,0.000831637,0,0,1,1,0,0
Kooyong,Australian and not stated,Male,35-49,Group 4,Not stated/Sup,659,6840,1,3,2,4,Kooyong,VIC,659,37.2,0,0,1,104613,0.006299408,0,0,1,1,0,0
Kooyong,Australian and not stated,Male,50-64,Group 1,Australia,1320,6841,1,1,3,1,Kooyong,VIC,1320,37.2,0,0,0,104613,0.012617935,0,0,0,0,1,0
Kooyong,Australian and not stated,Male,50-64,Group 1,Born overseas,605,6842,1,2,3,1,Kooyong,VIC,605,37.2,0,1,0,104613,0.00578322,0,0,0,0,1,0
Kooyong,Australian and not stated,Male,50-64,Group 1,Not stated/Sup,19,6843,1,3,3,1,Kooyong,VIC,19,37.2,0,0,1,104613,0.000181622,0,0,0,0,1,0
Kooyong,Australian and not stated,Male,50-64,Group 2,Australia,745,6844,1,1,3,2,Kooyong,VIC,745,37.2,0,0,0,104613,0.007121486,1,0,0,0,1,0
Kooyong,Australian and not stated,Male,50-64,Group 2,Born overseas,271,6845,1,2,3,2,Kooyong,VIC,271,37.2,0,1,0,104613,0.0025905,1,0,0,0,1,0
Kooyong,Australian and not stated,Male,50-64,Group 2,Not stated/Sup,16,6846,1,3,3,2,Kooyong,VIC,16,37.2,0,0,1,104613,0.000152945,1,0,0,0,1,0
Kooyong,Australian and not stated,Male,50-64,Group 3,Australia,5709,6847,1,1,3,3,Kooyong,VIC,5709,37.2,0,0,0,104613,0.054572567,0,1,0,0,1,0
Kooyong,Australian and not stated,Male,50-64,Group 3,Born overseas,2613,6848,1,2,3,3,Kooyong,VIC,2613,37.2,0,1,0,104613,0.024977775,0,1,0,0,1,0
Kooyong,Australian and not stated,Male,50-64,Group 3,Not stated/Sup,45,6849,1,3,3,3,Kooyong,VIC,45,37.2,0,0,1,104613,0.000430157,0,1,0,0,1,0
Kooyong,Australian and not stated,Male,50-64,Group 4,Australia,374,6850,1,1,3,4,Kooyong,VIC,374,37.2,0,0,0,104613,0.003575081,0,0,1,0,1,0
Kooyong,Australian and not stated,Male,50-64,Group 4,Born overseas,186,6851,1,2,3,4,Kooyong,VIC,186,37.2,0,1,0,104613,0.001777982,0,0,1,0,1,0
Kooyong,Australian and not stated,Male,50-64,Group 4,Not stated/Sup,603,6852,1,3,3,4,Kooyong,VIC,603,37.2,0,0,1,104613,0.005764102,0,0,1,0,1,0
Kooyong,Australian and not stated,Male,65+,Group 1,Australia,1365,6853,1,1,4,1,Kooyong,VIC,1365,37.2,0,0,0,104613,0.013048092,0,0,0,0,0,1
Kooyong,Australian and not stated,Male,65+,Group 1,Born overseas,1078,6854,1,2,4,1,Kooyong,VIC,1078,37.2,0,1,0,104613,0.010304647,0,0,0,0,0,1
Kooyong,Australian and not stated,Male,65+,Group 1,Not stated/Sup,51,6855,1,3,4,1,Kooyong,VIC,51,37.2,0,0,1,104613,0.000487511,0,0,0,0,0,1
Kooyong,Australian and not stated,Male,65+,Group 2,Australia,559,6856,1,1,4,2,Kooyong,VIC,559,37.2,0,0,0,104613,0.005343504,1,0,0,0,0,1
Kooyong,Australian and not stated,Male,65+,Group 2,Born overseas,385,6857,1,2,4,2,Kooyong,VIC,385,37.2,0,1,0,104613,0.003680231,1,0,0,0,0,1
Kooyong,Australian and not stated,Male,65+,Group 2,Not stated/Sup,20,6858,1,3,4,2,Kooyong,VIC,20,37.2,0,0,1,104613,0.000191181,1,0,0,0,0,1
Kooyong,Australian and not stated,Male,65+,Group 3,Australia,3795,6859,1,1,4,3,Kooyong,VIC,3795,37.2,0,0,0,104613,0.036276562,0,1,0,0,0,1
Kooyong,Australian and not stated,Male,65+,Group 3,Born overseas,1558,6860,1,2,4,3,Kooyong,VIC,1558,37.2,0,1,0,104613,0.014892987,0,1,0,0,0,1
Kooyong,Australian and not stated,Male,65+,Group 3,Not stated/Sup,59,6861,1,3,4,3,Kooyong,VIC,59,37.2,0,0,1,104613,0.000563983,0,1,0,0,0,1
Kooyong,Australian and not stated,Male,65+,Group 4,Australia,473,6862,1,1,4,4,Kooyong,VIC,473,37.2,0,0,0,104613,0.004521427,0,0,1,0,0,1
Kooyong,Australian and not stated,Male,65+,Group 4,Born overseas,345,6863,1,2,4,4,Kooyong,VIC,345,37.2,0,1,0,104613,0.003297869,0,0,1,0,0,1
Kooyong,Australian and not stated,Male,65+,Group 4,Not stated/Sup,569,6864,1,3,4,4,Kooyong,VIC,569,37.2,0,0,1,104613,0.005439095,0,0,1,0,0,1
Kooyong,Australian and not stated,Female,18-34,Group 1,Australia,4346,6865,2,1,1,1,Kooyong,VIC,4346,37.2,1,0,0,104613,0.041543594,0,0,0,0,0,0
Kooyong,Australian and not stated,Female,18-34,Group 1,Born overseas,624,6866,2,2,1,1,Kooyong,VIC,624,37.2,1,1,0,104613,0.005964842,0,0,0,0,0,0
Kooyong,Australian and not stated,Female,18-34,Group 1,Not stated/Sup,23,6867,2,3,1,1,Kooyong,VIC,23,37.2,1,0,1,104613,0.000219858,0,0,0,0,0,0
Kooyong,Australian and not stated,Female,18-34,Group 2,Australia,665,6868,2,1,1,2,Kooyong,VIC,665,37.2,1,0,0,104613,0.006356763,1,0,0,0,0,0
Kooyong,Australian and not stated,Female,18-34,Group 2,Born overseas,78,6869,2,2,1,2,Kooyong,VIC,78,37.2,1,1,0,104613,0.000745605,1,0,0,0,0,0
Kooyong,Australian and not stated,Female,18-34,Group 2,Not stated/Sup,8,6870,2,3,1,2,Kooyong,VIC,8,37.2,1,0,1,104613,7.65E-05,1,0,0,0,0,0
Kooyong,Australian and not stated,Female,18-34,Group 3,Australia,6104,6871,2,1,1,3,Kooyong,VIC,6104,37.2,1,0,0,104613,0.058348389,0,1,0,0,0,0
Kooyong,Australian and not stated,Female,18-34,Group 3,Born overseas,1518,6872,2,2,1,3,Kooyong,VIC,1518,37.2,1,1,0,104613,0.014510625,0,1,0,0,0,0
Kooyong,Australian and not stated,Female,18-34,Group 3,Not stated/Sup,23,6873,2,3,1,3,Kooyong,VIC,23,37.2,1,0,1,104613,0.000219858,0,1,0,0,0,0
Kooyong,Australian and not stated,Female,18-34,Group 4,Australia,255,6874,2,1,1,4,Kooyong,VIC,255,37.2,1,0,0,104613,0.002437556,0,0,1,0,0,0
Kooyong,Australian and not stated,Female,18-34,Group 4,Born overseas,42,6875,2,2,1,4,Kooyong,VIC,42,37.2,1,1,0,104613,0.00040148,0,0,1,0,0,0
Kooyong,Australian and not stated,Female,18-34,Group 4,Not stated/Sup,903,6876,2,3,1,4,Kooyong,VIC,903,37.2,1,0,1,104613,0.008631814,0,0,1,0,0,0
Kooyong,Australian and not stated,Female,35-49,Group 1,Australia,1265,6877,2,1,2,1,Kooyong,VIC,1265,37.2,1,0,0,104613,0.012092187,0,0,0,1,0,0
Kooyong,Australian and not stated,Female,35-49,Group 1,Born overseas,492,6878,2,2,2,1,Kooyong,VIC,492,37.2,1,1,0,104613,0.004703048,0,0,0,1,0,0
Kooyong,Australian and not stated,Female,35-49,Group 1,Not stated/Sup,17,6879,2,3,2,1,Kooyong,VIC,17,37.2,1,0,1,104613,0.000162504,0,0,0,1,0,0
Kooyong,Australian and not stated,Female,35-49,Group 2,Australia,399,6880,2,1,2,2,Kooyong,VIC,399,37.2,1,0,0,104613,0.003814058,1,0,0,1,0,0
Kooyong,Australian and not stated,Female,35-49,Group 2,Born overseas,115,6881,2,2,2,2,Kooyong,VIC,115,37.2,1,1,0,104613,0.00109929,1,0,0,1,0,0
Kooyong,Australian and not stated,Female,35-49,Group 2,Not stated/Sup,6,6882,2,3,2,2,Kooyong,VIC,6,37.2,1,0,1,104613,5.74E-05,1,0,0,1,0,0
Kooyong,Australian and not stated,Female,35-49,Group 3,Australia,6976,6883,2,1,2,3,Kooyong,VIC,6976,37.2,1,0,0,104613,0.066683873,0,1,0,1,0,0
Kooyong,Australian and not stated,Female,35-49,Group 3,Born overseas,3123,6884,2,2,2,3,Kooyong,VIC,3123,37.2,1,1,0,104613,0.029852886,0,1,0,1,0,0
Kooyong,Australian and not stated,Female,35-49,Group 3,Not stated/Sup,78,6885,2,3,2,3,Kooyong,VIC,78,37.2,1,0,1,104613,0.000745605,0,1,0,1,0,0
Kooyong,Australian and not stated,Female,35-49,Group 4,Australia,334,6886,2,1,2,4,Kooyong,VIC,334,37.2,1,0,0,104613,0.00319272,0,0,1,1,0,0
Kooyong,Australian and not stated,Female,35-49,Group 4,Born overseas,123,6887,2,2,2,4,Kooyong,VIC,123,37.2,1,1,0,104613,0.001175762,0,0,1,1,0,0
Kooyong,Australian and not stated,Female,35-49,Group 4,Not stated/Sup,659,6888,2,3,2,4,Kooyong,VIC,659,37.2,1,0,1,104613,0.006299408,0,0,1,1,0,0
Kooyong,Australian and not stated,Female,50-64,Group 1,Australia,1755,6889,2,1,3,1,Kooyong,VIC,1755,37.2,1,0,0,104613,0.016776118,0,0,0,0,1,0
Kooyong,Australian and not stated,Female,50-64,Group 1,Born overseas,999,6890,2,2,3,1,Kooyong,VIC,999,37.2,1,1,0,104613,0.009549482,0,0,0,0,1,0
Kooyong,Australian and not stated,Female,50-64,Group 1,Not stated/Sup,31,6891,2,3,3,1,Kooyong,VIC,31,37.2,1,0,1,104613,0.00029633,0,0,0,0,1,0
Kooyong,Australian and not stated,Female,50-64,Group 2,Australia,397,6892,2,1,3,2,Kooyong,VIC,397,37.2,1,0,0,104613,0.003794939,1,0,0,0,1,0
Kooyong,Australian and not stated,Female,50-64,Group 2,Born overseas,171,6893,2,2,3,2,Kooyong,VIC,171,37.2,1,1,0,104613,0.001634596,1,0,0,0,1,0
Kooyong,Australian and not stated,Female,50-64,Group 2,Not stated/Sup,6,6894,2,3,3,2,Kooyong,VIC,6,37.2,1,0,1,104613,5.74E-05,1,0,0,0,1,0
Kooyong,Australian and not stated,Female,50-64,Group 3,Australia,6229,6895,2,1,3,3,Kooyong,VIC,6229,37.2,1,0,0,104613,0.059543269,0,1,0,0,1,0
Kooyong,Australian and not stated,Female,50-64,Group 3,Born overseas,2597,6896,2,2,3,3,Kooyong,VIC,2597,37.2,1,1,0,104613,0.024824831,0,1,0,0,1,0
Kooyong,Australian and not stated,Female,50-64,Group 3,Not stated/Sup,59,6897,2,3,3,3,Kooyong,VIC,59,37.2,1,0,1,104613,0.000563983,0,1,0,0,1,0
Kooyong,Australian and not stated,Female,50-64,Group 4,Australia,532,6898,2,1,3,4,Kooyong,VIC,532,37.2,1,0,0,104613,0.00508541,0,0,1,0,1,0
Kooyong,Australian and not stated,Female,50-64,Group 4,Born overseas,243,6899,2,2,3,4,Kooyong,VIC,243,37.2,1,1,0,104613,0.002322847,0,0,1,0,1,0
Kooyong,Australian and not stated,Female,50-64,Group 4,Not stated/Sup,595,6900,2,3,3,4,Kooyong,VIC,595,37.2,1,0,1,104613,0.00568763,0,0,1,0,1,0
Kooyong,Australian and not stated,Female,65+,Group 1,Australia,3110,6901,2,1,4,1,Kooyong,VIC,3110,37.2,1,0,0,104613,0.029728619,0,0,0,0,0,1
Kooyong,Australian and not stated,Female,65+,Group 1,Born overseas,1822,6902,2,2,4,1,Kooyong,VIC,1822,37.2,1,1,0,104613,0.017416573,0,0,0,0,0,1
Kooyong,Australian and not stated,Female,65+,Group 1,Not stated/Sup,97,6903,2,3,4,1,Kooyong,VIC,97,37.2,1,0,1,104613,0.000927227,0,0,0,0,0,1
Kooyong,Australian and not stated,Female,65+,Group 2,Australia,247,6904,2,1,4,2,Kooyong,VIC,247,37.2,1,0,0,104613,0.002361083,1,0,0,0,0,1
Kooyong,Australian and not stated,Female,65+,Group 2,Born overseas,136,6905,2,2,4,2,Kooyong,VIC,136,37.2,1,1,0,104613,0.00130003,1,0,0,0,0,1
Kooyong,Australian and not stated,Female,65+,Group 2,Not stated/Sup,8,6906,2,3,4,2,Kooyong,VIC,8,37.2,1,0,1,104613,7.65E-05,1,0,0,0,0,1
Kooyong,Australian and not stated,Female,65+,Group 3,Australia,3845,6907,2,1,4,3,Kooyong,VIC,3845,37.2,1,0,0,104613,0.036754514,0,1,0,0,0,1
Kooyong,Australian and not stated,Female,65+,Group 3,Born overseas,1382,6908,2,2,4,3,Kooyong,VIC,1382,37.2,1,1,0,104613,0.013210595,0,1,0,0,0,1
Kooyong,Australian and not stated,Female,65+,Group 3,Not stated/Sup,91,6909,2,3,4,3,Kooyong,VIC,91,37.2,1,0,1,104613,0.000869873,0,1,0,0,0,1
Kooyong,Australian and not stated,Female,65+,Group 4,Australia,1275,6910,2,1,4,4,Kooyong,VIC,1275,37.2,1,0,0,104613,0.012187778,0,0,1,0,0,1
Kooyong,Australian and not stated,Female,65+,Group 4,Born overseas,659,6911,2,2,4,4,Kooyong,VIC,659,37.2,1,1,0,104613,0.006299408,0,0,1,0,0,1
Kooyong,Australian and not stated,Female,65+,Group 4,Not stated/Sup,809,6912,2,3,4,4,Kooyong,VIC,809,37.2,1,0,1,104613,0.007733265,0,0,1,0,0,1
La Trobe,Australian and not stated,Male,18-34,Group 1,Australia,5455,6913,1,1,1,1,La Trobe,VIC,5455,46.8,0,0,0,96622,0.056457122,0,0,0,0,0,0
La Trobe,Australian and not stated,Male,18-34,Group 1,Born overseas,724,6914,1,2,1,1,La Trobe,VIC,724,46.8,0,1,0,96622,0.007493118,0,0,0,0,0,0
La Trobe,Australian and not stated,Male,18-34,Group 1,Not stated/Sup,49,6915,1,3,1,1,La Trobe,VIC,49,46.8,0,0,1,96622,0.000507131,0,0,0,0,0,0
La Trobe,Australian and not stated,Male,18-34,Group 2,Australia,4111,6916,1,1,1,2,La Trobe,VIC,4111,46.8,0,0,0,96622,0.042547246,1,0,0,0,0,0
La Trobe,Australian and not stated,Male,18-34,Group 2,Born overseas,318,6917,1,2,1,2,La Trobe,VIC,318,46.8,0,1,0,96622,0.003291176,1,0,0,0,0,0
La Trobe,Australian and not stated,Male,18-34,Group 2,Not stated/Sup,40,6918,1,3,1,2,La Trobe,VIC,40,46.8,0,0,1,96622,0.000413984,1,0,0,0,0,0
La Trobe,Australian and not stated,Male,18-34,Group 3,Australia,2044,6919,1,1,1,3,La Trobe,VIC,2044,46.8,0,0,0,96622,0.021154602,0,1,0,0,0,0
La Trobe,Australian and not stated,Male,18-34,Group 3,Born overseas,877,6920,1,2,1,3,La Trobe,VIC,877,46.8,0,1,0,96622,0.009076608,0,1,0,0,0,0
La Trobe,Australian and not stated,Male,18-34,Group 3,Not stated/Sup,18,6921,1,3,1,3,La Trobe,VIC,18,46.8,0,0,1,96622,0.000186293,0,1,0,0,0,0
La Trobe,Australian and not stated,Male,18-34,Group 4,Australia,480,6922,1,1,1,4,La Trobe,VIC,480,46.8,0,0,0,96622,0.004967813,0,0,1,0,0,0
La Trobe,Australian and not stated,Male,18-34,Group 4,Born overseas,79,6923,1,2,1,4,La Trobe,VIC,79,46.8,0,1,0,96622,0.000817619,0,0,1,0,0,0
La Trobe,Australian and not stated,Male,18-34,Group 4,Not stated/Sup,688,6924,1,3,1,4,La Trobe,VIC,688,46.8,0,0,1,96622,0.007120532,0,0,1,0,0,0
La Trobe,Australian and not stated,Male,35-49,Group 1,Australia,3113,6925,1,1,2,1,La Trobe,VIC,3113,46.8,0,0,0,96622,0.032218335,0,0,0,1,0,0
La Trobe,Australian and not stated,Male,35-49,Group 1,Born overseas,743,6926,1,2,2,1,La Trobe,VIC,743,46.8,0,1,0,96622,0.00768976,0,0,0,1,0,0
La Trobe,Australian and not stated,Male,35-49,Group 1,Not stated/Sup,63,6927,1,3,2,1,La Trobe,VIC,63,46.8,0,0,1,96622,0.000652025,0,0,0,1,0,0
La Trobe,Australian and not stated,Male,35-49,Group 2,Australia,3683,6928,1,1,2,2,La Trobe,VIC,3683,46.8,0,0,0,96622,0.038117613,1,0,0,1,0,0
La Trobe,Australian and not stated,Male,35-49,Group 2,Born overseas,663,6929,1,2,2,2,La Trobe,VIC,663,46.8,0,1,0,96622,0.006861791,1,0,0,1,0,0
La Trobe,Australian and not stated,Male,35-49,Group 2,Not stated/Sup,76,6930,1,3,2,2,La Trobe,VIC,76,46.8,0,0,1,96622,0.00078657,1,0,0,1,0,0
La Trobe,Australian and not stated,Male,35-49,Group 3,Australia,2439,6931,1,1,2,3,La Trobe,VIC,2439,46.8,0,0,0,96622,0.025242698,0,1,0,1,0,0
La Trobe,Australian and not stated,Male,35-49,Group 3,Born overseas,1906,6932,1,2,2,3,La Trobe,VIC,1906,46.8,0,1,0,96622,0.019726356,0,1,0,1,0,0
La Trobe,Australian and not stated,Male,35-49,Group 3,Not stated/Sup,34,6933,1,3,2,3,La Trobe,VIC,34,46.8,0,0,1,96622,0.000351887,0,1,0,1,0,0
La Trobe,Australian and not stated,Male,35-49,Group 4,Australia,434,6934,1,1,2,4,La Trobe,VIC,434,46.8,0,0,0,96622,0.004491731,0,0,1,1,0,0
La Trobe,Australian and not stated,Male,35-49,Group 4,Born overseas,176,6935,1,2,2,4,La Trobe,VIC,176,46.8,0,1,0,96622,0.001821531,0,0,1,1,0,0
La Trobe,Australian and not stated,Male,35-49,Group 4,Not stated/Sup,659,6936,1,3,2,4,La Trobe,VIC,659,46.8,0,0,1,96622,0.006820393,0,0,1,1,0,0
La Trobe,Australian and not stated,Male,50-64,Group 1,Australia,2585,6937,1,1,3,1,La Trobe,VIC,2585,46.8,0,0,0,96622,0.026753741,0,0,0,0,1,0
La Trobe,Australian and not stated,Male,50-64,Group 1,Born overseas,957,6938,1,2,3,1,La Trobe,VIC,957,46.8,0,1,0,96622,0.009904577,0,0,0,0,1,0
La Trobe,Australian and not stated,Male,50-64,Group 1,Not stated/Sup,73,6939,1,3,3,1,La Trobe,VIC,73,46.8,0,0,1,96622,0.000755522,0,0,0,0,1,0
La Trobe,Australian and not stated,Male,50-64,Group 2,Australia,2430,6940,1,1,3,2,La Trobe,VIC,2430,46.8,0,0,0,96622,0.025149552,1,0,0,0,1,0
La Trobe,Australian and not stated,Male,50-64,Group 2,Born overseas,831,6941,1,2,3,2,La Trobe,VIC,831,46.8,0,1,0,96622,0.008600526,1,0,0,0,1,0
La Trobe,Australian and not stated,Male,50-64,Group 2,Not stated/Sup,64,6942,1,3,3,2,La Trobe,VIC,64,46.8,0,0,1,96622,0.000662375,1,0,0,0,1,0
La Trobe,Australian and not stated,Male,50-64,Group 3,Australia,1528,6943,1,1,3,3,La Trobe,VIC,1528,46.8,0,0,0,96622,0.015814204,0,1,0,0,1,0
La Trobe,Australian and not stated,Male,50-64,Group 3,Born overseas,1052,6944,1,2,3,3,La Trobe,VIC,1052,46.8,0,1,0,96622,0.01088779,0,1,0,0,1,0
La Trobe,Australian and not stated,Male,50-64,Group 3,Not stated/Sup,29,6945,1,3,3,3,La Trobe,VIC,29,46.8,0,0,1,96622,0.000300139,0,1,0,0,1,0
La Trobe,Australian and not stated,Male,50-64,Group 4,Australia,399,6946,1,1,3,4,La Trobe,VIC,399,46.8,0,0,0,96622,0.004129494,0,0,1,0,1,0
La Trobe,Australian and not stated,Male,50-64,Group 4,Born overseas,219,6947,1,2,3,4,La Trobe,VIC,219,46.8,0,1,0,96622,0.002266565,0,0,1,0,1,0
La Trobe,Australian and not stated,Male,50-64,Group 4,Not stated/Sup,564,6948,1,3,3,4,La Trobe,VIC,564,46.8,0,0,1,96622,0.00583718,0,0,1,0,1,0
La Trobe,Australian and not stated,Male,65+,Group 1,Australia,1674,6949,1,1,4,1,La Trobe,VIC,1674,46.8,0,0,0,96622,0.017325247,0,0,0,0,0,1
La Trobe,Australian and not stated,Male,65+,Group 1,Born overseas,1062,6950,1,2,4,1,La Trobe,VIC,1062,46.8,0,1,0,96622,0.010991286,0,0,0,0,0,1
La Trobe,Australian and not stated,Male,65+,Group 1,Not stated/Sup,101,6951,1,3,4,1,La Trobe,VIC,101,46.8,0,0,1,96622,0.001045311,0,0,0,0,0,1
La Trobe,Australian and not stated,Male,65+,Group 2,Australia,1032,6952,1,1,4,2,La Trobe,VIC,1032,46.8,0,0,0,96622,0.010680797,1,0,0,0,0,1
La Trobe,Australian and not stated,Male,65+,Group 2,Born overseas,688,6953,1,2,4,2,La Trobe,VIC,688,46.8,0,1,0,96622,0.007120532,1,0,0,0,0,1
La Trobe,Australian and not stated,Male,65+,Group 2,Not stated/Sup,52,6954,1,3,4,2,La Trobe,VIC,52,46.8,0,0,1,96622,0.00053818,1,0,0,0,0,1
La Trobe,Australian and not stated,Male,65+,Group 3,Australia,760,6955,1,1,4,3,La Trobe,VIC,760,46.8,0,0,0,96622,0.007865703,0,1,0,0,0,1
La Trobe,Australian and not stated,Male,65+,Group 3,Born overseas,480,6956,1,2,4,3,La Trobe,VIC,480,46.8,0,1,0,96622,0.004967813,0,1,0,0,0,1
La Trobe,Australian and not stated,Male,65+,Group 3,Not stated/Sup,16,6957,1,3,4,3,La Trobe,VIC,16,46.8,0,0,1,96622,0.000165594,0,1,0,0,0,1
La Trobe,Australian and not stated,Male,65+,Group 4,Australia,457,6958,1,1,4,4,La Trobe,VIC,457,46.8,0,0,0,96622,0.004729772,0,0,1,0,0,1
La Trobe,Australian and not stated,Male,65+,Group 4,Born overseas,330,6959,1,2,4,4,La Trobe,VIC,330,46.8,0,1,0,96622,0.003415371,0,0,1,0,0,1
La Trobe,Australian and not stated,Male,65+,Group 4,Not stated/Sup,417,6960,1,3,4,4,La Trobe,VIC,417,46.8,0,0,1,96622,0.004315787,0,0,1,0,0,1
La Trobe,Australian and not stated,Female,18-34,Group 1,Australia,5054,6961,2,1,1,1,La Trobe,VIC,5054,46.8,1,0,0,96622,0.052306928,0,0,0,0,0,0
La Trobe,Australian and not stated,Female,18-34,Group 1,Born overseas,693,6962,2,2,1,1,La Trobe,VIC,693,46.8,1,1,0,96622,0.00717228,0,0,0,0,0,0
La Trobe,Australian and not stated,Female,18-34,Group 1,Not stated/Sup,62,6963,2,3,1,1,La Trobe,VIC,62,46.8,1,0,1,96622,0.000641676,0,0,0,0,0,0
La Trobe,Australian and not stated,Female,18-34,Group 2,Australia,2621,6964,2,1,1,2,La Trobe,VIC,2621,46.8,1,0,0,96622,0.027126327,1,0,0,0,0,0
La Trobe,Australian and not stated,Female,18-34,Group 2,Born overseas,213,6965,2,2,1,2,La Trobe,VIC,213,46.8,1,1,0,96622,0.002204467,1,0,0,0,0,0
La Trobe,Australian and not stated,Female,18-34,Group 2,Not stated/Sup,25,6966,2,3,1,2,La Trobe,VIC,25,46.8,1,0,1,96622,0.00025874,1,0,0,0,0,0
La Trobe,Australian and not stated,Female,18-34,Group 3,Australia,4260,6967,2,1,1,3,La Trobe,VIC,4260,46.8,1,0,0,96622,0.044089338,0,1,0,0,0,0
La Trobe,Australian and not stated,Female,18-34,Group 3,Born overseas,1058,6968,2,2,1,3,La Trobe,VIC,1058,46.8,1,1,0,96622,0.010949887,0,1,0,0,0,0
La Trobe,Australian and not stated,Female,18-34,Group 3,Not stated/Sup,44,6969,2,3,1,3,La Trobe,VIC,44,46.8,1,0,1,96622,0.000455383,0,1,0,0,0,0
La Trobe,Australian and not stated,Female,18-34,Group 4,Australia,591,6970,2,1,1,4,La Trobe,VIC,591,46.8,1,0,0,96622,0.006116619,0,0,1,0,0,0
La Trobe,Australian and not stated,Female,18-34,Group 4,Born overseas,88,6971,2,2,1,4,La Trobe,VIC,88,46.8,1,1,0,96622,0.000910766,0,0,1,0,0,0
La Trobe,Australian and not stated,Female,18-34,Group 4,Not stated/Sup,750,6972,2,3,1,4,La Trobe,VIC,750,46.8,1,0,1,96622,0.007762207,0,0,1,0,0,0
La Trobe,Australian and not stated,Female,35-49,Group 1,Australia,3889,6973,2,1,2,1,La Trobe,VIC,3889,46.8,1,0,0,96622,0.040249633,0,0,0,1,0,0
La Trobe,Australian and not stated,Female,35-49,Group 1,Born overseas,867,6974,2,2,2,1,La Trobe,VIC,867,46.8,1,1,0,96622,0.008973112,0,0,0,1,0,0
La Trobe,Australian and not stated,Female,35-49,Group 1,Not stated/Sup,68,6975,2,3,2,1,La Trobe,VIC,68,46.8,1,0,1,96622,0.000703773,0,0,0,1,0,0
La Trobe,Australian and not stated,Female,35-49,Group 2,Australia,1786,6976,2,1,2,2,La Trobe,VIC,1786,46.8,1,0,0,96622,0.018484403,1,0,0,1,0,0
La Trobe,Australian and not stated,Female,35-49,Group 2,Born overseas,434,6977,2,2,2,2,La Trobe,VIC,434,46.8,1,1,0,96622,0.004491731,1,0,0,1,0,0
La Trobe,Australian and not stated,Female,35-49,Group 2,Not stated/Sup,41,6978,2,3,2,2,La Trobe,VIC,41,46.8,1,0,1,96622,0.000424334,1,0,0,1,0,0
La Trobe,Australian and not stated,Female,35-49,Group 3,Australia,4214,6979,2,1,2,3,La Trobe,VIC,4214,46.8,1,0,0,96622,0.043613256,0,1,0,1,0,0
La Trobe,Australian and not stated,Female,35-49,Group 3,Born overseas,2083,6980,2,2,2,3,La Trobe,VIC,2083,46.8,1,1,0,96622,0.021558237,0,1,0,1,0,0
La Trobe,Australian and not stated,Female,35-49,Group 3,Not stated/Sup,74,6981,2,3,2,3,La Trobe,VIC,74,46.8,1,0,1,96622,0.000765871,0,1,0,1,0,0
La Trobe,Australian and not stated,Female,35-49,Group 4,Australia,611,6982,2,1,2,4,La Trobe,VIC,611,46.8,1,0,0,96622,0.006323612,0,0,1,1,0,0
La Trobe,Australian and not stated,Female,35-49,Group 4,Born overseas,234,6983,2,2,2,4,La Trobe,VIC,234,46.8,1,1,0,96622,0.002421809,0,0,1,1,0,0
La Trobe,Australian and not stated,Female,35-49,Group 4,Not stated/Sup,678,6984,2,3,2,4,La Trobe,VIC,678,46.8,1,0,1,96622,0.007017035,0,0,1,1,0,0
La Trobe,Australian and not stated,Female,50-64,Group 1,Australia,3686,6985,2,1,3,1,La Trobe,VIC,3686,46.8,1,0,0,96622,0.038148662,0,0,0,0,1,0
La Trobe,Australian and not stated,Female,50-64,Group 1,Born overseas,1296,6986,2,2,3,1,La Trobe,VIC,1296,46.8,1,1,0,96622,0.013413094,0,0,0,0,1,0
La Trobe,Australian and not stated,Female,50-64,Group 1,Not stated/Sup,103,6987,2,3,3,1,La Trobe,VIC,103,46.8,1,0,1,96622,0.00106601,0,0,0,0,1,0
